,0
701,0.0
702,3.0517578e-05
703,0.0
704,0.0
705,0.0
706,3.0517578e-05
707,3.0517578e-05
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,3.0517578e-05
717,3.0517578e-05
718,3.0517578e-05
719,0.0
720,0.0
721,-3.0517578e-05
722,0.0
723,0.0
724,0.0
725,-3.0517578e-05
726,-3.0517578e-05
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,3.0517578e-05
749,3.0517578e-05
750,3.0517578e-05
751,0.0
752,-3.0517578e-05
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,3.0517578e-05
760,-3.0517578e-05
761,-3.0517578e-05
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,3.0517578e-05
768,0.0
769,-3.0517578e-05
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,-3.0517578e-05
779,0.0
780,0.0
781,0.0
782,0.0
783,3.0517578e-05
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,-3.0517578e-05
790,3.0517578e-05
791,3.0517578e-05
792,0.0
793,0.0
794,0.0
795,0.0
796,3.0517578e-05
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,3.0517578e-05
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,3.0517578e-05
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,3.0517578e-05
828,0.0
829,-3.0517578e-05
830,0.0
831,0.0
832,0.0
833,0.0
834,-3.0517578e-05
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,-3.0517578e-05
842,0.0
843,0.0
844,-3.0517578e-05
845,0.0
846,0.0
847,0.0
848,-3.0517578e-05
849,3.0517578e-05
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,-3.0517578e-05
864,0.0
865,-3.0517578e-05
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,3.0517578e-05
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,3.0517578e-05
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,-3.0517578e-05
898,0.0
899,0.0
900,3.0517578e-05
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,3.0517578e-05
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,-3.0517578e-05
916,0.0
917,3.0517578e-05
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,-3.0517578e-05
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,3.0517578e-05
936,0.0
937,-3.0517578e-05
938,0.0
939,3.0517578e-05
940,0.0
941,0.0
942,-3.0517578e-05
943,0.0
944,0.0
945,0.0
946,0.0
947,-3.0517578e-05
948,0.0
949,0.0
950,0.0
951,0.0
952,3.0517578e-05
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,-3.0517578e-05
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,3.0517578e-05
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,3.0517578e-05
978,0.0
979,0.0
980,3.0517578e-05
981,0.0
982,3.0517578e-05
983,-3.0517578e-05
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,-3.0517578e-05
993,0.0
994,-3.0517578e-05
995,-3.0517578e-05
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,-3.0517578e-05
1007,0.0
1008,-3.0517578e-05
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,-3.0517578e-05
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,3.0517578e-05
1034,3.0517578e-05
1035,0.0
1036,-3.0517578e-05
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,3.0517578e-05
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,3.0517578e-05
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,-3.0517578e-05
1068,-3.0517578e-05
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,-3.0517578e-05
1075,-3.0517578e-05
1076,0.0
1077,0.0
1078,0.0
1079,-3.0517578e-05
1080,3.0517578e-05
1081,0.0
1082,0.0
1083,-3.0517578e-05
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,3.0517578e-05
1101,0.0
1102,0.0
1103,-3.0517578e-05
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,3.0517578e-05
1111,0.0
1112,0.0
1113,-3.0517578e-05
1114,-3.0517578e-05
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,-3.0517578e-05
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,3.0517578e-05
1126,0.0
1127,0.0
1128,3.0517578e-05
1129,0.0
1130,3.0517578e-05
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,-3.0517578e-05
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,3.0517578e-05
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,-3.0517578e-05
1152,-3.0517578e-05
1153,0.0
1154,-3.0517578e-05
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,-3.0517578e-05
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,3.0517578e-05
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,-3.0517578e-05
1186,3.0517578e-05
1187,-3.0517578e-05
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,3.0517578e-05
1197,0.0
1198,3.0517578e-05
1199,0.0
1200,0.0
1201,0.0
1202,3.0517578e-05
1203,-3.0517578e-05
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,-3.0517578e-05
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,3.0517578e-05
1220,3.0517578e-05
1221,0.0
1222,3.0517578e-05
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,-3.0517578e-05
1234,-3.0517578e-05
1235,-3.0517578e-05
1236,-3.0517578e-05
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,-3.0517578e-05
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,-3.0517578e-05
1249,0.0
1250,-3.0517578e-05
1251,0.0
1252,3.0517578e-05
1253,0.0
1254,0.0
1255,3.0517578e-05
1256,0.0
1257,0.0
1258,-3.0517578e-05
1259,0.0
1260,-3.0517578e-05
1261,0.0
1262,0.0
1263,0.0
1264,-3.0517578e-05
1265,0.0
1266,3.0517578e-05
1267,-3.0517578e-05
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,-3.0517578e-05
1273,0.0
1274,3.0517578e-05
1275,0.0
1276,-3.0517578e-05
1277,3.0517578e-05
1278,3.0517578e-05
1279,0.0
1280,3.0517578e-05
1281,-3.0517578e-05
1282,0.0
1283,0.0
1284,3.0517578e-05
1285,0.0
1286,0.0
1287,-3.0517578e-05
1288,3.0517578e-05
1289,0.0
1290,0.0
1291,3.0517578e-05
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,3.0517578e-05
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,3.0517578e-05
1302,0.0
1303,-3.0517578e-05
1304,0.0
1305,-3.0517578e-05
1306,0.0
1307,3.0517578e-05
1308,0.0
1309,3.0517578e-05
1310,-3.0517578e-05
1311,0.0
1312,3.0517578e-05
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,-3.0517578e-05
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,-3.0517578e-05
1330,0.0
1331,3.0517578e-05
1332,0.0
1333,3.0517578e-05
1334,0.0
1335,-3.0517578e-05
1336,0.0
1337,0.0
1338,3.0517578e-05
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,-3.0517578e-05
1346,0.0
1347,-3.0517578e-05
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,3.0517578e-05
1356,0.0
1357,3.0517578e-05
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,-3.0517578e-05
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,-3.0517578e-05
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,3.0517578e-05
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,3.0517578e-05
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,-3.0517578e-05
1392,0.0
1393,3.0517578e-05
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,-3.0517578e-05
1410,3.0517578e-05
1411,0.0
1412,0.0
1413,0.0
1414,-3.0517578e-05
1415,0.0
1416,0.0
1417,0.0
1418,3.0517578e-05
1419,0.0
1420,0.0
1421,0.0
1422,-3.0517578e-05
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,3.0517578e-05
1428,3.0517578e-05
1429,0.0
1430,3.0517578e-05
1431,0.0
1432,0.0
1433,-3.0517578e-05
1434,0.0
1435,-3.0517578e-05
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,3.0517578e-05
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,3.0517578e-05
1469,0.0
1470,0.0
1471,0.0
1472,3.0517578e-05
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,3.0517578e-05
1482,3.0517578e-05
1483,0.0
1484,0.0
1485,3.0517578e-05
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,3.0517578e-05
1492,0.0
1493,0.0
1494,-3.0517578e-05
1495,3.0517578e-05
1496,0.0
1497,-3.0517578e-05
1498,-3.0517578e-05
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,3.0517578e-05
1505,0.0
1506,3.0517578e-05
1507,0.0
1508,0.0
1509,0.0
1510,3.0517578e-05
1511,0.0
1512,-3.0517578e-05
1513,0.0
1514,-3.0517578e-05
1515,0.0
1516,0.0
1517,-3.0517578e-05
1518,0.0
1519,0.0
1520,0.0
1521,-3.0517578e-05
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,3.0517578e-05
1531,-3.0517578e-05
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,-3.0517578e-05
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,3.0517578e-05
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,3.0517578e-05
1552,3.0517578e-05
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,3.0517578e-05
1563,0.0
1564,-3.0517578e-05
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,3.0517578e-05
1576,0.0
1577,3.0517578e-05
1578,3.0517578e-05
1579,3.0517578e-05
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,-3.0517578e-05
1593,0.0
1594,0.0
1595,0.0
1596,-3.0517578e-05
1597,0.0
1598,-3.0517578e-05
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,-3.0517578e-05
1607,3.0517578e-05
1608,0.0
1609,3.0517578e-05
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,3.0517578e-05
1615,3.0517578e-05
1616,0.0
1617,-3.0517578e-05
1618,0.0
1619,3.0517578e-05
1620,-3.0517578e-05
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,3.0517578e-05
1635,-3.0517578e-05
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,-3.0517578e-05
1644,0.0
1645,-3.0517578e-05
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,-3.0517578e-05
1652,0.0
1653,3.0517578e-05
1654,0.0
1655,0.0
1656,0.0
1657,3.0517578e-05
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,3.0517578e-05
1673,0.0
1674,3.0517578e-05
1675,0.0
1676,-3.0517578e-05
1677,-3.0517578e-05
1678,-3.0517578e-05
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,-3.0517578e-05
1687,0.0
1688,0.0
1689,3.0517578e-05
1690,-3.0517578e-05
1691,0.0
1692,3.0517578e-05
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,-3.0517578e-05
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,3.0517578e-05
1724,0.0
1725,3.0517578e-05
1726,0.0
1727,0.0
1728,0.0
1729,3.0517578e-05
1730,0.0
1731,0.0
1732,-3.0517578e-05
1733,3.0517578e-05
1734,0.0
1735,-3.0517578e-05
1736,0.0
1737,0.0
1738,-3.0517578e-05
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,-3.0517578e-05
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,3.0517578e-05
1749,0.0
1750,0.0
1751,0.0
1752,3.0517578e-05
1753,0.0
1754,0.0
1755,3.0517578e-05
1756,-3.0517578e-05
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,-3.0517578e-05
1764,0.0
1765,3.0517578e-05
1766,0.0
1767,0.0
1768,0.0
1769,3.0517578e-05
1770,-3.0517578e-05
1771,0.0
1772,0.0
1773,0.0
1774,-3.0517578e-05
1775,0.0
1776,0.0
1777,0.0
1778,-3.0517578e-05
1779,0.0
1780,3.0517578e-05
1781,0.0
1782,-3.0517578e-05
1783,0.0
1784,0.0
1785,-3.0517578e-05
1786,-3.0517578e-05
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,-3.0517578e-05
1792,-3.0517578e-05
1793,-3.0517578e-05
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,3.0517578e-05
1804,0.0
1805,-3.0517578e-05
1806,0.0
1807,3.0517578e-05
1808,0.0
1809,3.0517578e-05
1810,0.0
1811,0.0
1812,0.0
1813,-3.0517578e-05
1814,0.0
1815,0.0
1816,0.0
1817,0.0
